,composition_name,original_file_name
13223,Al2Mn1S4,POSCAR_sg160_icsd_608511
13224,H5B5K2O11,POSCAR_sg33_icsd_034700
13225,C25H34B4Co2Mo2O5S1,POSCAR_sg14_icsd_251442
13226,Ba1Cl2O3Te1Zn1,POSCAR_sg62_icsd_416233
13227,B1Br1Mg2N2,POSCAR_sg15_icsd_261620
13228,Cu3K1Na1O13S3,POSCAR_sg15_icsd_069451
13229,H2N1Na1O3S1,POSCAR_sg19_icsd_030888
13230,C1Mn6,POSCAR_sg227_icsd_187037
13231,H3Co3Cs2O13P3,POSCAR_sg4_icsd_051316
13232,C5Br3Cr1O5P1,POSCAR_sg2_icsd_079191
13233,Fe3Na3O16P4,POSCAR_sg15_icsd_095532
13234,C4H2O6Sn2,POSCAR_sg12_icsd_096547
13235,Na29Sn32Zn24,POSCAR_sg189_icsd_417144
13236,Cl1Cs1Mn2O7V2,POSCAR_sg28_icsd_418764
13237,C3H8Mg1N2O6,POSCAR_sg19_icsd_250614
13238,C3H15Cl3Mn1N1O3P1,POSCAR_sg4_icsd_188669
13239,C12H32Li2O2Pt1,POSCAR_sg61_icsd_163652
13240,Cl3Cs2O3Re1,POSCAR_sg62_icsd_035499
13241,C12Bi7Fe8La21,POSCAR_sg225_icsd_260243
13242,Pd3Rb2S6U1,POSCAR_sg69_icsd_262562
13243,Ag1O13P4Ta1,POSCAR_sg19_icsd_086892
13244,C2H12Cd1Cl2N8S2,POSCAR_sg14_icsd_187078
13245,Mn1O9P3,POSCAR_sg56_icsd_001720
13246,C4H20N4Ni1O12Pd1,POSCAR_sg23_icsd_417562
13247,Ba1Nb2O11V2,POSCAR_sg166_icsd_165097
13248,Mg1P1Pt5,POSCAR_sg123_icsd_044928
13249,Co1K3N6O12,POSCAR_sg202_icsd_026746
13250,C12H36Ca1O25S6W6,POSCAR_sg2_icsd_187250
13251,Li1N8Nd1P4,POSCAR_sg62_icsd_429542
13252,I3Mn2O5Sb3,POSCAR_sg2_icsd_190856
13253,I2Th1,POSCAR_sg194_icsd_022233
13254,C6Cu2F6O6,POSCAR_sg15_icsd_260351
13255,H8Co1F4N2O2,POSCAR_sg14_icsd_168588
13256,Cl11K1Ti4,POSCAR_sg62_icsd_165276
13257,P3Ta5,POSCAR_sg62_icsd_200788
13258,F28Ni1Xe4,POSCAR_sg15_icsd_065830
13259,O430P48U48W6,POSCAR_sg85_icsd_251581
13260,Bi6In2Sr5,POSCAR_sg55_icsd_415576
13261,C6H7In4O26P5,POSCAR_sg2_icsd_260762
13262,H8B12F12K2O4,POSCAR_sg2_icsd_174515
13263,C2In1Li1N4,POSCAR_sg60_icsd_193181
13264,As2Ca2O7,POSCAR_sg12_icsd_032602
13265,As4Ba3Cd2,POSCAR_sg12_icsd_424761
13266,Be1Cs1O4P1,POSCAR_sg62_icsd_202604
13267,Cl2O5Sb4,POSCAR_sg14_icsd_002233
13268,Ba1Mn2O6Pr1,POSCAR_sg123_icsd_150704
13269,Cu3Ge4Na2O12,POSCAR_sg2_icsd_171630
13270,H2Cu3F4O2,POSCAR_sg14_icsd_098699
13271,Bi8Mo3O21,POSCAR_sg14_icsd_262966
13272,Cr2P1,POSCAR_sg44_icsd_082148
13273,H16Na2O20P4Zn1,POSCAR_sg14_icsd_280177
13274,Bi1Pd1,POSCAR_sg4_icsd_054976
13275,As5Cu4Na7O20,POSCAR_sg15_icsd_423285
13276,O1P1Y1Zn1,POSCAR_sg166_icsd_418523
13277,Mo1N1,POSCAR_sg194_icsd_168366
13278,Mo1N1,POSCAR_sg164_icsd_060168
13279,Mo1N1,POSCAR_sg194_icsd_106926
13280,Mo1N1,POSCAR_sg162_icsd_043559
13281,C4Br19Rb2Tb10,POSCAR_sg60_icsd_405258
13282,Fe2K1Li3Na2O30Si12,POSCAR_sg192_icsd_077125
13283,C61H44B1Cu1Fe4O12P2,POSCAR_sg14_icsd_169328
13284,C12H4Cu4N12O4Re4Te4,POSCAR_sg141_icsd_408291
13285,C24H10N36,POSCAR_sg1_icsd_248342
13286,Cl3Mo1,POSCAR_sg15_icsd_026109
13287,Cr1Cu1S2,POSCAR_sg146_icsd_174548
13288,Bi2Cu2O4Se2Y1,POSCAR_sg139_icsd_095369
13289,C24H6O24Ru9S3,POSCAR_sg2_icsd_035604
13290,C8H29B10N3S2,POSCAR_sg14_icsd_110530
13291,Ca3Mg3O16P4,POSCAR_sg15_icsd_023642
13292,H2B22Li2O43Sr8,POSCAR_sg2_icsd_424085
13293,C2H8Bi1Ge1N1S4,POSCAR_sg4_icsd_192454
13294,B1Br6Y4,POSCAR_sg15_icsd_402661
13295,C6H20Cl4N3Ta1,POSCAR_sg14_icsd_110512
13296,Fe13Sn5Th4,POSCAR_sg127_icsd_055586
13297,Mn15Si26,POSCAR_sg122_icsd_043059
13298,C7H21Cl6N3Te1,POSCAR_sg14_icsd_110480
13299,Ir1Nd3O7,POSCAR_sg14_icsd_166195
13300,Np1O5Se1,POSCAR_sg11_icsd_291299
13301,S12Sn5Tl4,POSCAR_sg2_icsd_201423
13302,H10Cl4O5Zn2,POSCAR_sg14_icsd_237724
13303,O17P4Pb2V3,POSCAR_sg15_icsd_078032
13304,Fe1Se4Ti2,POSCAR_sg164_icsd_633498
13305,C12H35N4Si2Ta1,POSCAR_sg2_icsd_162968
13306,Au2Cs2S4Sn1,POSCAR_sg70_icsd_408685
13307,C1Ag2N2,POSCAR_sg14_icsd_411091
13308,C2H10Cu1N12O10,POSCAR_sg15_icsd_237427
13309,Bi16Cl22Pd1,POSCAR_sg2_icsd_414110
13310,F1Fe1O3Sr2,POSCAR_sg112_icsd_093511
13311,Ge1O5Sb1Tl1,POSCAR_sg52_icsd_039714
13312,Ca4Cl2O21Pb6Si6,POSCAR_sg176_icsd_034848
13313,Cl3Nb3Se10,POSCAR_sg11_icsd_240715
13314,Cl3Re6Se8Tl1,POSCAR_sg2_icsd_162299
13315,H8K1Li3N4,POSCAR_sg141_icsd_033262
13316,Au2Cd2Rb2S4,POSCAR_sg54_icsd_085582
13317,Fe1P4,POSCAR_sg15_icsd_633067
13318,Fe1P4,POSCAR_sg20_icsd_002442
13319,B3Fe17Sm2,POSCAR_sg166_icsd_657128
13320,C2H8Cl3Cu1N1,POSCAR_sg15_icsd_400123
13321,Mo2O8Sm1Tl1,POSCAR_sg126_icsd_152175
13322,C6H22Cl6Ir1N2O2P2,POSCAR_sg14_icsd_192024
13323,C2H5N3Na1O4P1S1,POSCAR_sg2_icsd_039384
13324,H4Cs1F4Mn1O2,POSCAR_sg5_icsd_200020
13325,Rb1S2Sm1,POSCAR_sg166_icsd_081398
13326,H3Cs1Li2O3,POSCAR_sg11_icsd_065150
13327,In1P1,POSCAR_sg141_icsd_059463
13328,Co3Dy1P2,POSCAR_sg59_icsd_622696
13329,Cl1Fe24K6S26,POSCAR_sg139_icsd_097288
13330,B14Fe62Y3,POSCAR_sg229_icsd_068327
13331,O7Pb3Si2,POSCAR_sg167_icsd_015371
13332,Cl6I1P1,POSCAR_sg113_icsd_026594
13333,Ag1Sb1Te2,POSCAR_sg123_icsd_170662
13334,Ag1Sb1Te2,POSCAR_sg63_icsd_246486
13335,H12Cl2Mg1O10,POSCAR_sg137_icsd_069587
13336,B3K1Na2O30Si12,POSCAR_sg192_icsd_202480
13337,La2O9W2,POSCAR_sg2_icsd_093721
13338,H6N2Ni1O6V2,POSCAR_sg62_icsd_279637
13339,Ag1I1,POSCAR_sg186_icsd_001899
13340,Ag1I1,POSCAR_sg85_icsd_028230
13341,Ag1I1,POSCAR_sg11_icsd_056558
13342,Ca31Sn20,POSCAR_sg140_icsd_165390
13343,C5H12Cu1N1S4,POSCAR_sg114_icsd_110092
13344,C5H12Cu1N1S4,POSCAR_sg61_icsd_110091
13345,C4Ce2F1Na3O12,POSCAR_sg194_icsd_083767
13346,Ba1Br2F8,POSCAR_sg82_icsd_428087
13347,C5H24Na6O27U1,POSCAR_sg2_icsd_166933
13348,H15Li1N5O3,POSCAR_sg33_icsd_004005
13349,Bi8Cl8Ga2,POSCAR_sg173_icsd_414090
13350,Ce2K5Na1O24S6,POSCAR_sg12_icsd_281576
13351,Ba1Fe2S4,POSCAR_sg87_icsd_023081
13352,N1Na3O3,POSCAR_sg113_icsd_050769
13353,Cu2Ge1Hg1S4,POSCAR_sg31_icsd_152762
13354,H12Ca1O9S2,POSCAR_sg2_icsd_059815
13355,H2F4O3Te2,POSCAR_sg43_icsd_009653
13356,Bi9Cl5Mn1O12,POSCAR_sg11_icsd_190859
13357,Bi1Cu3S3,POSCAR_sg19_icsd_616614
13358,Al2Bi2Cl8Cu2S3,POSCAR_sg167_icsd_428726
13359,Al2Bi2Cl8Cu2S3,POSCAR_sg176_icsd_428727
13360,C1Fe6W6,POSCAR_sg203_icsd_020234
13361,H8F5N2Nb1O1,POSCAR_sg9_icsd_173600
13362,Cl2O7Pr2Ta2,POSCAR_sg12_icsd_108806
13363,Cu4K1Mg1O13V3,POSCAR_sg11_icsd_067816
13364,Cl5Nd3S2,POSCAR_sg14_icsd_051526
13365,C2H26Co2N10O13,POSCAR_sg14_icsd_069475
13366,H12Ca1Cl2O14,POSCAR_sg29_icsd_237720
13367,C6Bi1Cs2N6Na1S6,POSCAR_sg147_icsd_079593
13368,F2O6S2Se10,POSCAR_sg19_icsd_061071
13369,C4H8Cu1N2O6,POSCAR_sg14_icsd_109973
13370,H4Cr2In1Na1O10,POSCAR_sg12_icsd_172070
13371,C11Fe3Mo1O11S4,POSCAR_sg14_icsd_084110
13372,Cu1Sb7Zr4,POSCAR_sg100_icsd_427673
13373,Ca2O16Ti2Zr5,POSCAR_sg61_icsd_085193
13374,Ca4Li2O13Si4,POSCAR_sg2_icsd_075161
13375,As1Ba2,POSCAR_sg139_icsd_042358
13376,Na2S4,POSCAR_sg122_icsd_644957
13377,O12Ru2Tb5,POSCAR_sg12_icsd_419960
13378,Br5P1,POSCAR_sg57_icsd_022140
13379,H16N6O10S1,POSCAR_sg14_icsd_248252
13380,Ba2La1O6Ru1,POSCAR_sg2_icsd_037027
13381,Ag1F30O6S16Sb1Te6,POSCAR_sg2_icsd_412325
13382,O6P4S1,POSCAR_sg14_icsd_069977
13383,Al1Ca1F1O4Si1,POSCAR_sg15_icsd_087884
13384,C1H5Fe1O4P1,POSCAR_sg31_icsd_153033
13385,B4Os1U1,POSCAR_sg65_icsd_615139
13386,Ba2Fe12O22Zn2,POSCAR_sg166_icsd_066758
13387,H10Mn1N4O8S2,POSCAR_sg2_icsd_249335
13388,Bi2Pd5,POSCAR_sg12_icsd_058840
13389,Br5W1,POSCAR_sg12_icsd_409227
13390,C12Fe2O12Os1,POSCAR_sg7_icsd_081308
13391,Ba1Ru3Sn6,POSCAR_sg63_icsd_427286
13392,K1Li2Na1O8S2,POSCAR_sg19_icsd_060824
13393,H6Cs1N6O8Rh1,POSCAR_sg14_icsd_424971
13394,H2F5Hf1K1O1,POSCAR_sg14_icsd_068302
13395,Ba2Ca3Cu4O12Tl2,POSCAR_sg139_icsd_068585
13396,Ba2Ca3Cu4O12Tl2,POSCAR_sg139_icsd_069229
13397,As10Br18Hg19,POSCAR_sg2_icsd_039931
13398,C10As2F12O10Se4W2,POSCAR_sg14_icsd_061223
13399,H4Ba1O8P2,POSCAR_sg2_icsd_002420
13400,H4Ba1O8P2,POSCAR_sg56_icsd_001389
13401,H4Ba1O8P2,POSCAR_sg56_icsd_001297
13402,Cl8Nb2O2Te8,POSCAR_sg2_icsd_263122
13403,Cu2O3Sr2,POSCAR_sg69_icsd_068676
13404,Cu2O3Sr2,POSCAR_sg64_icsd_150912
13405,I1N1Zn2,POSCAR_sg62_icsd_425735
13406,H8K1N3,POSCAR_sg20_icsd_414496
13407,Ni4Si1Tb1,POSCAR_sg65_icsd_192866
13408,Cd1N3O6Rb1,POSCAR_sg200_icsd_028648
13409,O5Pb14S54Sb30,POSCAR_sg12_icsd_090042
13410,Ba1Er1Mn2O5,POSCAR_sg123_icsd_188496
13411,C3H5Cl6O5Ru1Sb1,POSCAR_sg2_icsd_024785
13412,C1F1K1O3Sr1,POSCAR_sg187_icsd_262231
13413,O11Re2V2,POSCAR_sg36_icsd_023423
13414,Li4O8V3,POSCAR_sg11_icsd_067845
13415,S4V5,POSCAR_sg87_icsd_041777
13416,Pt3Sn5Yb2,POSCAR_sg62_icsd_410419
13417,O3Sr1Ti1,POSCAR_sg46_icsd_182248
13418,Cl2Cu2O6Pb1Se2,POSCAR_sg15_icsd_189154
13419,H1Na1O7Se2Zn2,POSCAR_sg62_icsd_280148
13420,Co1S5U2,POSCAR_sg15_icsd_624883
13421,In4Pd17Se4,POSCAR_sg87_icsd_190088
13422,Ge1K4P4S12,POSCAR_sg15_icsd_237790
13423,C24H100N6Nb10O42,POSCAR_sg2_icsd_419266
13424,Mo15S20,POSCAR_sg176_icsd_416352
13425,As8Cu12S18,POSCAR_sg1_icsd_066660
13426,C1H10N2O5,POSCAR_sg13_icsd_262530
13427,C4H8Al4Ca2Cl1Na1O20,POSCAR_sg129_icsd_100720
13428,Ag3N5O6,POSCAR_sg36_icsd_408802
13429,B6Fe12La1,POSCAR_sg166_icsd_656612
13430,As1F7Hg1O3S1,POSCAR_sg14_icsd_429286
13431,C7H2Cs1F21Mo2O21S7,POSCAR_sg11_icsd_184617
13432,Ge1O6Te2,POSCAR_sg14_icsd_260278
13433,Fe7Ge24U9,POSCAR_sg139_icsd_182117
13434,H8B6O14Sr1,POSCAR_sg14_icsd_027473
13435,Bi1Sn1,POSCAR_sg64_icsd_160382
13436,C1H6Cl1N2Na1O2,POSCAR_sg5_icsd_241251
13437,C1H6Cl1N2Na1O2,POSCAR_sg31_icsd_241250
13438,B1F3N4S4,POSCAR_sg14_icsd_022253
13439,Li13Si4,POSCAR_sg55_icsd_167673
13440,C27O25Rh12,POSCAR_sg19_icsd_200363
13441,F3Mn1Na2O7P2,POSCAR_sg1_icsd_424943
13442,Ba7Ca2Mn5O20,POSCAR_sg166_icsd_059699
13443,F2Mn1,POSCAR_sg111_icsd_012167
13444,Cl10Pd3Tl4,POSCAR_sg122_icsd_089585
13445,Br12Os1Se2,POSCAR_sg12_icsd_182315
13446,C8H36Al2B4N2,POSCAR_sg15_icsd_238330
13447,B4Co21Nd5,POSCAR_sg191_icsd_093427
13448,Cu1K1O9Ta3,POSCAR_sg30_icsd_029362
13449,B2Be1,POSCAR_sg191_icsd_237009
13450,Ba2Fe1Ge2O7,POSCAR_sg113_icsd_022358
13451,O4Sn1Sr2,POSCAR_sg56_icsd_059759
13452,Ge3K2O9Sn1,POSCAR_sg165_icsd_019034
13453,Cs1Na1O5Si2,POSCAR_sg33_icsd_092535
13454,Ba5N6Si2,POSCAR_sg19_icsd_081570
13455,C3F13Ir1O3Sb2,POSCAR_sg2_icsd_281484
13456,Ge12Ni19,POSCAR_sg5_icsd_053749
13457,Ag1Cu3K1Mo4O16,POSCAR_sg14_icsd_401298
13458,B3Be1Na1O6,POSCAR_sg33_icsd_248201
13459,Lu7Ni2Te2,POSCAR_sg44_icsd_098969
13460,B2Fe1Mo2,POSCAR_sg127_icsd_044292
13461,H16Na2O12S1,POSCAR_sg2_icsd_249782
13462,Ca4O19P6,POSCAR_sg2_icsd_414341
13463,H6As1F5N2,POSCAR_sg34_icsd_412507
13464,Ag1Au1Te4,POSCAR_sg13_icsd_030874
13465,C2Ag1B1F20O6Te4,POSCAR_sg2_icsd_073011
13466,As1O5Sb1,POSCAR_sg19_icsd_036650
13467,Al2Cu1F2O7Si2,POSCAR_sg62_icsd_411078
13468,H5N1O10P3Sm1,POSCAR_sg2_icsd_096666
13469,H2Li2Mg1N2,POSCAR_sg29_icsd_165890
13470,Ba6O5S11V4,POSCAR_sg62_icsd_059294
13471,Cl1Cs1K2Mn3O14P4,POSCAR_sg13_icsd_194899
13472,H12N10O35Zr2,POSCAR_sg165_icsd_414546
13473,Ag1I3O8,POSCAR_sg30_icsd_194399
13474,I1Li1O3,POSCAR_sg182_icsd_020012
13475,I1Li1O3,POSCAR_sg86_icsd_002642
13476,I1Li1O3,POSCAR_sg86_icsd_020032
13477,Li6O7Si2,POSCAR_sg113_icsd_025752
13478,C4H8Br4Si1,POSCAR_sg114_icsd_171154
13479,P3Pd3Sr2,POSCAR_sg47_icsd_036631
13480,H2B1Cu2Li1O10P2,POSCAR_sg19_icsd_425065
13481,B1Fe2Mg1O5,POSCAR_sg62_icsd_236598
13482,C2H6O7S2V1,POSCAR_sg14_icsd_262178
13483,C2H4Ag1Eu1O10S1,POSCAR_sg14_icsd_261772
13484,C8H24As8Cu4I4O8,POSCAR_sg15_icsd_407041
13485,N1Pd2,POSCAR_sg115_icsd_236605
13486,La1O9P3,POSCAR_sg20_icsd_202640
13487,F10Nb1Sb1,POSCAR_sg2_icsd_016095
13488,Ba1Sn2,POSCAR_sg164_icsd_409958
13489,B1Cl1F4O2,POSCAR_sg9_icsd_060080
13490,F16Ge7,POSCAR_sg9_icsd_405946
13491,O4S1Zn1,POSCAR_sg196_icsd_002456
13492,O4S1Zn1,POSCAR_sg216_icsd_002457
13493,Ca1Li4O8Si2Sr1,POSCAR_sg57_icsd_079867
13494,C8H2Cr1N2O5,POSCAR_sg15_icsd_172447
13495,Ba1Be1F1O4P1,POSCAR_sg1_icsd_200922
13496,C8H24B1Cu1F4P4S4,POSCAR_sg14_icsd_195527
13497,C3H6Mn1N3Na1O3S3,POSCAR_sg147_icsd_380147
13498,B2F3Gd3O6,POSCAR_sg15_icsd_051140
13499,Cr1F2,POSCAR_sg14_icsd_031827
13500,Na2S3U1,POSCAR_sg12_icsd_088097
13501,Cu3I2P15,POSCAR_sg14_icsd_400984
13502,Fe1Ni2O12P3Sr1,POSCAR_sg74_icsd_195781
13503,O9Te2Th1W1,POSCAR_sg88_icsd_238574
13504,Ba1O9V4,POSCAR_sg13_icsd_173001
13505,Li1Rh3,POSCAR_sg44_icsd_642290
13506,Ge2P4Sr3,POSCAR_sg14_icsd_041182
13507,Cl1N5S4,POSCAR_sg62_icsd_415210
13508,C24H60N2O28V10,POSCAR_sg14_icsd_159370
13509,Rb1Te6,POSCAR_sg15_icsd_074837
13510,Bi1Br6Rb3,POSCAR_sg62_icsd_002253
13511,B1Li3O8P2,POSCAR_sg2_icsd_248343
13512,H6Fe1O6P3,POSCAR_sg148_icsd_171138
13513,O14Rb3Sb5,POSCAR_sg55_icsd_411548
13514,Fe1O4Sb2,POSCAR_sg84_icsd_155153
13515,H42N14S8Sb2Zn3,POSCAR_sg2_icsd_426401
13516,F2Fe1O4P1Sr1,POSCAR_sg14_icsd_083588
13517,O64Si32,POSCAR_sg21_icsd_280624
13518,O64Si32,POSCAR_sg131_icsd_093108
13519,O64Si32,POSCAR_sg12_icsd_084259
13520,O64Si32,POSCAR_sg141_icsd_153257
13521,O64Si32,POSCAR_sg31_icsd_086207
13522,O64Si32,POSCAR_sg74_icsd_084260
13523,H6B2O12P8,POSCAR_sg61_icsd_411904
13524,C14Fe4O13,POSCAR_sg14_icsd_201070
13525,H4B5Na3O11,POSCAR_sg61_icsd_001308
13526,Ga1Na6P3,POSCAR_sg2_icsd_300275
13527,Cl5Nb3O2,POSCAR_sg58_icsd_091781
13528,H10O14Se2U1,POSCAR_sg14_icsd_166038
13529,B2Be2Ca1F1Na1O6,POSCAR_sg9_icsd_183885
13530,As2Hg2O6,POSCAR_sg162_icsd_411230
13531,C15O15Ru5S1,POSCAR_sg14_icsd_068330
13532,H10Cr1N1O10S1,POSCAR_sg14_icsd_073488
13533,C14H39In1O1Si4,POSCAR_sg2_icsd_163064
13534,Ge2K5Li1O7,POSCAR_sg14_icsd_073205
13535,Br14Cd1W6,POSCAR_sg201_icsd_080887
13536,Cl1F4N1O1,POSCAR_sg108_icsd_050216
13537,C16H48As4O6S4Sn4,POSCAR_sg2_icsd_260741
13538,C20O19Rh8,POSCAR_sg2_icsd_004019
13539,Na2O7Si2Zn2,POSCAR_sg40_icsd_034325
13540,Al14O25Sr4,POSCAR_sg51_icsd_088527
13541,Na35S6Sn2,POSCAR_sg162_icsd_644976
13542,Cs1O5Se1V1,POSCAR_sg4_icsd_081451
13543,Li6Mo12O39,POSCAR_sg4_icsd_416695
13544,Cl1La1S1,POSCAR_sg57_icsd_196255
13545,Lu7Te1,POSCAR_sg63_icsd_097005
13546,C5N4,POSCAR_sg161_icsd_002130
13547,Ga6O25Sc4Sr10,POSCAR_sg88_icsd_262288
13548,C2H8Cl2N4S2,POSCAR_sg61_icsd_281648
13549,Ge2Li4N6Sr3,POSCAR_sg12_icsd_096422
13550,Cl3F10K3Sn5,POSCAR_sg63_icsd_170697
13551,Ba4Li2Si6,POSCAR_sg70_icsd_404707
13552,H2Li2O5S1,POSCAR_sg4_icsd_062124
13553,H1N21Ni4O51,POSCAR_sg19_icsd_422792
13554,As4Br6Cd1Hg6,POSCAR_sg205_icsd_417039
13555,C6Ag1F6N4O2Sb1,POSCAR_sg15_icsd_154377
13556,Hf1K5Lu1Mo6O24,POSCAR_sg167_icsd_250445
13557,Cr2O10Tl2U1,POSCAR_sg29_icsd_154270
13558,Cu2O2Tl1,POSCAR_sg74_icsd_036535
13559,C2F6N4O6S4Se4,POSCAR_sg14_icsd_066367
13560,Cr2Li14N8O1,POSCAR_sg147_icsd_151435
13561,Na8O18Si6Sn1,POSCAR_sg12_icsd_020768
13562,Na8O18Si6Sn1,POSCAR_sg166_icsd_020804
13563,La4O10Re2,POSCAR_sg87_icsd_000081
13564,C2H14Cl2N10Ni1O14,POSCAR_sg29_icsd_237430
13565,C2H14Cl2N10Ni1O14,POSCAR_sg7_icsd_039665
13566,Fe3Na1O12P3,POSCAR_sg15_icsd_061696
13567,C5As3O5P1S3W1,POSCAR_sg60_icsd_262025
13568,H12Mg1O9S1,POSCAR_sg146_icsd_062636
13569,C16Co4O16Pb1,POSCAR_sg56_icsd_067321
13570,C4Cl3Co1Ge1O4,POSCAR_sg9_icsd_004013
13571,B1Li5O16S4,POSCAR_sg14_icsd_428002
13572,Cu5S7Si2,POSCAR_sg9_icsd_031999
13573,C2H8K2Mg1O10,POSCAR_sg14_icsd_200006
13574,Cu5Li2O16P4,POSCAR_sg2_icsd_424473
13575,B2O7Pb4,POSCAR_sg41_icsd_183637
13576,B1Ti2,POSCAR_sg140_icsd_189385
13577,Mo3O23P5Pb3,POSCAR_sg62_icsd_051750
13578,O1Ti2Zr1,POSCAR_sg65_icsd_009389
13579,Au7I1P10,POSCAR_sg162_icsd_008059
13580,Au7I1P10,POSCAR_sg189_icsd_012162
13581,H2Cu1O6Pb1S1,POSCAR_sg11_icsd_164673
13582,C2H8Co1Na2O10,POSCAR_sg15_icsd_087950
13583,C4H2F6O3,POSCAR_sg19_icsd_189061
13584,Au7Rb4Sn2,POSCAR_sg166_icsd_058581
13585,Ba1O17Si5Y4,POSCAR_sg11_icsd_426325
13586,Bi4Mn5Ni2,POSCAR_sg216_icsd_058812
13587,C2H12N14O1,POSCAR_sg13_icsd_280660
13588,Ag1B1F5,POSCAR_sg85_icsd_080646
13589,C6Ag3K2N6Na1,POSCAR_sg162_icsd_065699
13590,C6Ag3K2N6Na1,POSCAR_sg12_icsd_059725
13591,Be2Zn1,POSCAR_sg69_icsd_168955
13592,Cd1Cl1I1O3,POSCAR_sg64_icsd_422802
13593,Li5N2Na1,POSCAR_sg123_icsd_092313
13594,Li5N2Na1,POSCAR_sg6_icsd_092314
13595,Cr1F4Sr1,POSCAR_sg120_icsd_026105
13596,C3H11Br3In1N1Si1,POSCAR_sg14_icsd_407631
13597,H6K3O6Sc1,POSCAR_sg15_icsd_072313
13598,Ba1F22Nb2Xe5,POSCAR_sg69_icsd_419480
13599,Li1N1Na2,POSCAR_sg191_icsd_092310
13600,Al2Sb6Sr5,POSCAR_sg62_icsd_062304
13601,C2Br5Pr4,POSCAR_sg12_icsd_418341
13602,H9Cl3N3Rh1,POSCAR_sg11_icsd_426435
13603,Mn1Na5O4,POSCAR_sg31_icsd_047101
13604,Al2Na3Nb34O64,POSCAR_sg148_icsd_065161
13605,Cr4Cu1Fe1S8,POSCAR_sg216_icsd_053108
13606,H8K2O14V2,POSCAR_sg1_icsd_067322
13607,C3H18F9O18S3Y1,POSCAR_sg176_icsd_037209
13608,H36B6Li2N10,POSCAR_sg14_icsd_417846
13609,H2Ba1Cu2Ge3O10,POSCAR_sg63_icsd_424818
13610,Er9La10S27,POSCAR_sg12_icsd_002501
13611,Ca2Fe7O11,POSCAR_sg12_icsd_100827
13612,H8N3O10S3Sm1,POSCAR_sg2_icsd_410900
13613,Cu1Li1O1,POSCAR_sg119_icsd_188520
13614,Cu1Li1O1,POSCAR_sg139_icsd_040156
13615,H3Na1O3Zn1,POSCAR_sg106_icsd_061205
13616,C18H19N3,POSCAR_sg33_icsd_163107
13617,As1Hg1S3Tl1,POSCAR_sg121_icsd_610665
13618,H6Cl2Cu3O6Zn1,POSCAR_sg164_icsd_162099
13619,H6Cl2Cu3O6Zn1,POSCAR_sg166_icsd_425834
13620,H1K1O3Si1,POSCAR_sg64_icsd_030892
13621,H1D1,POSCAR_sg87_icsd_043725
13622,Cs6Cu12S15U2,POSCAR_sg230_icsd_262936
13623,C2H6N4O4Zn1,POSCAR_sg7_icsd_009202
13624,C4H15N2O10S2V1,POSCAR_sg14_icsd_165643
13625,Cl15N1P2Ti2,POSCAR_sg2_icsd_280897
13626,Cr1Cu1P2S6,POSCAR_sg7_icsd_074024
13627,K4Mo8O52P12,POSCAR_sg15_icsd_035463
13628,H3Cs4F1O12Se3,POSCAR_sg15_icsd_094517
13629,Al2Cs2O9P2,POSCAR_sg2_icsd_280275
13630,Na2S5,POSCAR_sg62_icsd_038349
13631,C6H12Nd2O18,POSCAR_sg2_icsd_187239
13632,Fe6Ge4Li1,POSCAR_sg12_icsd_100061
13633,C1Cl5N3P2,POSCAR_sg61_icsd_081345
13634,Mo6Na9O24Sc1,POSCAR_sg148_icsd_189845
13635,Ba12In4S19,POSCAR_sg148_icsd_261679
13636,Nb14S5,POSCAR_sg62_icsd_026215
13637,Ba4O10Pt1Ti2,POSCAR_sg64_icsd_027964
13638,C5H10F6N2O4S2,POSCAR_sg14_icsd_110282
13639,Mg2Ni3P1,POSCAR_sg166_icsd_072409
13640,Li13Sn5,POSCAR_sg164_icsd_104786
13641,Br18Cs2Eu1Nb6,POSCAR_sg148_icsd_073196
13642,Mn3O14P2Pb3Te1,POSCAR_sg143_icsd_237770
13643,Cu1Ge5O14Pb3,POSCAR_sg15_icsd_077137
13644,C6H19N7O4,POSCAR_sg2_icsd_240962
13645,H4B6K1O14P1,POSCAR_sg130_icsd_410777
13646,Hg2I2,POSCAR_sg139_icsd_157981
13647,Hg2I2,POSCAR_sg136_icsd_036197
13648,C3H7Cl1N6,POSCAR_sg12_icsd_281239
13649,In1Mo2O8Rb1,POSCAR_sg164_icsd_010186
13650,B2O12Pb6W1,POSCAR_sg63_icsd_186154
13651,H6Fe3O11P2,POSCAR_sg60_icsd_000302
13652,C2H2O4Sr1,POSCAR_sg19_icsd_260441
13653,C2H2O4Sr1,POSCAR_sg92_icsd_260442
13654,H10Na2O8Te1,POSCAR_sg15_icsd_008008
13655,Au5Cs7O2,POSCAR_sg71_icsd_411334
13656,F3Na3O8P2V2,POSCAR_sg63_icsd_194603
13657,La5O17Ti5,POSCAR_sg14_icsd_281282
13658,La5O17Ti5,POSCAR_sg7_icsd_080598
13659,Ag2As8Fe3Na5O28,POSCAR_sg15_icsd_168390
13660,O62P4W18,POSCAR_sg2_icsd_280373
13661,Cl6Cu7O8Se2,POSCAR_sg14_icsd_291487
13662,Cl9Cs1Mn4,POSCAR_sg88_icsd_034750
13663,H4Ca1F1O5P1,POSCAR_sg2_icsd_002802
